,File,Energy inside GT,Pointing game,Head,Level
227,original_LS-276_5_5,0.003993658814579248,Miss,P3,LEVEL_II
228,original_LS-021_3_2,0.3103529214859009,Hit,P3,LEVEL_II
229,original_LS-399_1_3,0.16022445261478424,Hit,P3,LEVEL_II
230,original_LS-608_5_6,0.016773460432887077,Miss,P3,LEVEL_II
231,original_LS-399_2_3,0.5443227291107178,Hit,P3,LEVEL_II
232,original_LS-580_1_3,0.22668415307998657,Hit,P3,LEVEL_II
233,original_LS-399_2_4,0.10641641169786453,Hit,P3,LEVEL_II
234,original_LS-541_4_2,0.22865329682826996,Miss,P3,LEVEL_II
235,original_LS-515_2_3,0.35107287764549255,Hit,P3,LEVEL_II
236,original_LS-541_1_6,0.48608461022377014,Miss,P3,LEVEL_II
237,original_LS-608_4_2,0.4492867887020111,Hit,P3,LEVEL_II
238,original_LS-276_4_5,0.00580378994345665,Miss,P3,LEVEL_II
239,original_LS-399_3_4,0.3753355145454407,Hit,P3,LEVEL_II
240,original_LS-515_1_3,0.09002848714590073,Miss,P3,LEVEL_II
241,original_LS-218_0_3,0.18054065108299255,Hit,P3,LEVEL_II
242,original_LS-541_4_1,0.3242035508155823,Miss,P3,LEVEL_II
243,original_LS-608_0_7,0.03354431688785553,Miss,P3,LEVEL_II
244,original_LS-218_0_1,0.15674173831939697,Miss,P3,LEVEL_II
245,original_LS-218_4_5,0.13335049152374268,Hit,P3,LEVEL_II
246,original_LS-021_2_6,0.0374685674905777,Hit,P3,LEVEL_II
247,original_LS-276_4_7,0.025906948372721672,Miss,P3,LEVEL_II
248,original_LS-172_1_3,0.11769204586744308,Hit,P3,LEVEL_II
249,original_LS-168_4_0,0.0005607155617326498,Miss,P3,LEVEL_II
250,original_LS-608_5_7,0.01031354907900095,Miss,P3,LEVEL_II
251,original_LS-218_1_4,0.27783116698265076,Miss,P3,LEVEL_II
252,original_LS-399_3_3,0.39088886976242065,Hit,P3,LEVEL_II
253,original_LS-399_3_1,0.10026721656322479,Hit,P3,LEVEL_II
254,original_LS-541_0_6,0.12848088145256042,Miss,P3,LEVEL_II
255,original_LS-605_3_3,0.02720467559993267,Miss,P3,LEVEL_II
256,original_LS-580_2_2,0.012587997131049633,Miss,P3,LEVEL_II
257,original_LS-506_3_5,0.026444297283887863,Hit,P3,LEVEL_II
258,original_LS-021_3_1,0.007812409196048975,Miss,P3,LEVEL_II
259,original_LS-541_5_7,0.012323695234954357,Miss,P3,LEVEL_II
260,original_LS-218_0_4,0.0006970353424549103,Miss,P3,LEVEL_II
261,original_LS-218_0_0,0.013436001725494862,Miss,P3,LEVEL_II
262,original_LS-506_5_3,0.03898617997765541,Miss,P3,LEVEL_II
263,original_LS-276_2_2,0.05402829125523567,Miss,P3,LEVEL_II
264,original_LS-541_3_0,0.001357588218525052,Miss,P3,LEVEL_II
265,original_LS-580_1_2,0.0663841962814331,Miss,P3,LEVEL_II
266,original_LS-580_3_4,0.005391769576817751,Miss,P3,LEVEL_II
267,original_LS-218_3_2,0.1481802612543106,Hit,P3,LEVEL_II
268,original_LS-218_2_3,0.03389797359704971,Miss,P3,LEVEL_II
269,original_LS-541_4_7,0.01454038918018341,Miss,P3,LEVEL_II
270,original_LS-580_5_3,0.0057332077994942665,Miss,P3,LEVEL_II
271,original_LS-580_3_2,0.0014879071386530995,Miss,P3,LEVEL_II
272,original_LS-276_1_6,0.027625538408756256,Miss,P3,LEVEL_II
273,original_LS-580_0_3,0.3502107858657837,Miss,P3,LEVEL_II
274,original_LS-021_2_5,0.0896536186337471,Miss,P3,LEVEL_II
275,original_LS-168_3_4,0.08330464363098145,Miss,P3,LEVEL_II
276,original_LS-506_3_6,0.16210542619228363,Hit,P3,LEVEL_II
277,original_LS-580_4_3,0.36823350191116333,Hit,P3,LEVEL_II
278,original_LS-515_2_4,0.23178063333034515,Hit,P3,LEVEL_II
279,original_LS-506_4_3,0.17723572254180908,Miss,P3,LEVEL_II
280,original_LS-218_3_6,0.3760187029838562,Hit,P3,LEVEL_II
281,original_LS-399_4_0,0.19924762845039368,Miss,P3,LEVEL_II
282,original_LS-218_2_4,0.3499782085418701,Hit,P3,LEVEL_II
283,original_LS-541_0_5,0.07918724417686462,Miss,P3,LEVEL_II
284,original_LS-605_2_4,0.15760278701782227,Miss,P3,LEVEL_II
285,original_LS-580_4_4,0.03427314758300781,Hit,P3,LEVEL_II
286,original_LS-218_2_2,0.13684386014938354,Miss,P3,LEVEL_II
287,original_LS-541_2_4,0.7937638163566589,Hit,P3,LEVEL_II
288,original_LS-276_2_6,0.14170430600643158,Miss,P3,LEVEL_II
289,original_LS-608_4_6,0.036590706557035446,Miss,P3,LEVEL_II
290,original_LS-541_3_1,0.36839669942855835,Miss,P3,LEVEL_II
291,original_LS-580_2_3,0.01041924674063921,Miss,P3,LEVEL_II
292,original_LS-021_2_4,0.20065854489803314,Miss,P3,LEVEL_II
293,original_LS-172_2_4,0.6410675644874573,Hit,P3,LEVEL_II
294,original_LS-541_3_4,0.12796595692634583,Miss,P3,LEVEL_II
295,original_LS-276_2_1,0.0657425969839096,Miss,P3,LEVEL_II
296,original_LS-168_3_1,0.19898709654808044,Miss,P3,LEVEL_II
297,original_LS-276_4_2,0.035380665212869644,Miss,P3,LEVEL_II
298,original_LS-168_2_0,0.1034829393029213,Hit,P3,LEVEL_II
299,original_LS-276_1_4,0.08341626077890396,Miss,P3,LEVEL_II
300,original_LS-021_2_1,0.09961239248514175,Miss,P3,LEVEL_II
301,original_LS-276_3_2,0.032377514988183975,Miss,P3,LEVEL_II
302,original_LS-276_3_7,0.04064541682600975,Miss,P3,LEVEL_II
303,original_LS-172_1_2,0.07273739576339722,Hit,P3,LEVEL_II
304,original_LS-168_4_1,0.0020082457922399044,Miss,P3,LEVEL_II
305,original_LS-168_2_2,0.06963710486888885,Miss,P3,LEVEL_II
306,original_LS-541_1_5,0.7411344647407532,Hit,P3,LEVEL_II
307,original_LS-172_3_4,0.4501310884952545,Hit,P3,LEVEL_II
308,original_LS-276_1_3,0.05918535217642784,Miss,P3,LEVEL_II
309,original_LS-276_4_6,0.01988551951944828,Miss,P3,LEVEL_II
310,original_LS-168_2_4,0.1254844069480896,Miss,P3,LEVEL_II
311,original_LS-608_3_2,0.060124050825834274,Hit,P3,LEVEL_II
312,original_LS-580_5_4,0.001007931074127555,Miss,P3,LEVEL_II
313,original_LS-608_3_3,0.09173496067523956,Miss,P3,LEVEL_II
314,original_LS-172_1_0,0.005031961016356945,Miss,P3,LEVEL_II
315,original_LS-608_1_5,0.30603817105293274,Hit,P3,LEVEL_II
316,original_LS-580_0_2,0.13245561718940735,Hit,P3,LEVEL_II
317,original_LS-608_4_3,0.574138343334198,Hit,P3,LEVEL_II
318,original_LS-218_2_5,0.407245397567749,Hit,P3,LEVEL_II
319,original_LS-276_1_1,0.03505336120724678,Miss,P3,LEVEL_II
320,original_LS-608_5_3,0.1281183362007141,Miss,P3,LEVEL_II
321,original_LS-218_2_6,0.35507503151893616,Hit,P3,LEVEL_II
322,original_LS-608_4_4,0.01785922236740589,Hit,P3,LEVEL_II
323,original_LS-218_1_5,0.05030554533004761,Hit,P3,LEVEL_II
324,original_LS-218_0_2,0.3436855673789978,Hit,P3,LEVEL_II
325,original_LS-113_3_1,0.11444108933210373,Hit,P3,LEVEL_III
326,original_LS-099_3_3,0.30835434794425964,Hit,P3,LEVEL_III
327,original_LS-068_4_3,0.306385338306427,Miss,P3,LEVEL_III
328,original_LS-505_4_3,0.3098872900009155,Miss,P3,LEVEL_III
329,original_LS-485_0_1,0.07878725975751877,Miss,P3,LEVEL_III
330,original_LS-113_0_3,0.1798079013824463,Hit,P3,LEVEL_III
331,original_LS-425_4_4,0.03302108496427536,Miss,P3,LEVEL_III
332,original_LS-623_3_2,0.4772447645664215,Hit,P3,LEVEL_III
333,original_LS-068_5_3,0.05601698160171509,Miss,P3,LEVEL_III
334,original_LS-623_3_3,0.7813629508018494,Hit,P3,LEVEL_III
335,original_LS-321_2_3,0.3584546744823456,Hit,P3,LEVEL_III
336,original_LS-505_3_3,0.36369428038597107,Hit,P3,LEVEL_III
